timestamp,open,high,low,close,volume
2024-08-11T00:00:00Z,60923.51,61858.0,58286.73,58712.59,19189.84512
2024-08-12T00:00:00Z,58712.59,60711.09,57642.21,59346.64,37009.91743
2024-08-13T00:00:00Z,59346.64,61578.1,58392.88,60587.15,27858.95851
2024-08-14T00:00:00Z,60587.16,61800.0,58433.18,58683.39,28422.76326
2024-08-15T00:00:00Z,58683.39,59849.38,56078.54,57541.06,37686.17622
2024-08-16T00:00:00Z,57541.05,59817.76,57098.62,58874.6,27610.84344
2024-08-17T00:00:00Z,58874.59,59700.0,58785.05,59491.99,7721.72931
2024-08-18T00:00:00Z,59491.99,60284.99,58408.92,58427.35,13634.85717
2024-08-19T00:00:00Z,58427.35,59617.63,57787.3,59438.5,22809.31251
2024-08-20T00:00:00Z,59438.5,61400.0,58548.23,59013.8,31477.44548
2024-08-21T00:00:00Z,59013.8,61820.93,58783.47,61156.03,27983.6422
2024-08-22T00:00:00Z,61156.03,61400.0,59724.87,60375.84,21241.20588
2024-08-23T00:00:00Z,60375.83,64955.0,60342.14,64037.24,38118.07089
2024-08-24T00:00:00Z,64037.24,64494.5,63531.0,64157.01,15857.15616
2024-08-25T00:00:00Z,64157.02,65000.0,63773.27,64220.0,12305.47977
2024-08-26T00:00:00Z,64219.99,64481.0,62800.0,62834.0,19470.05276
2024-08-27T00:00:00Z,62834.0,63212.0,58034.01,59415.0,35135.94178
2024-08-28T00:00:00Z,59415.0,60234.98,57860.0,59034.9,36868.54275
2024-08-29T00:00:00Z,59034.9,61166.99,58713.09,59359.01,27020.90743
2024-08-30T00:00:00Z,59359.0,59944.07,57701.1,59123.99,28519.32195
2024-08-31T00:00:00Z,59123.99,59462.38,58744.0,58973.99,8798.409
2024-09-01T00:00:00Z,58974.0,59076.59,57201.0,57301.86,20705.15741
2024-09-02T00:00:00Z,57301.77,59425.69,57128.0,59132.13,22895.01461
2024-09-03T00:00:00Z,59132.12,59809.65,57415.0,57487.73,22828.18447
2024-09-04T00:00:00Z,57487.74,58519.0,55606.0,57970.9,35560.82146
2024-09-05T00:00:00Z,57970.9,58327.07,55643.65,56180.0,27806.91413
2024-09-06T00:00:00Z,56180.0,57008.0,52550.0,53962.97,54447.76826
2024-09-07T00:00:00Z,53962.97,54850.0,53745.54,54160.86,16694.04774
2024-09-08T00:00:00Z,54160.86,55318.0,53629.01,54869.95,16274.14779
2024-09-09T00:00:00Z,54869.95,58088.0,54591.96,57042.0,32384.51737
2024-09-10T00:00:00Z,57042.01,58044.36,56386.4,57635.99,23626.78126
2024-09-11T00:00:00Z,57635.99,57981.71,55545.19,57338.0,33026.56757
2024-09-12T00:00:00Z,57338.0,58588.0,57324.0,58132.32,31074.40631
2024-09-13T00:00:00Z,58132.31,60625.0,57632.62,60498.0,29825.23333
2024-09-14T00:00:00Z,60497.99,60610.45,59400.0,59993.03,12137.90901
2024-09-15T00:00:00Z,59993.02,60395.8,58691.05,59132.0,13757.92361
2024-09-16T00:00:00Z,59132.0,59210.7,57493.3,58213.99,26477.5642
2024-09-17T00:00:00Z,58213.99,61320.0,57610.01,60313.99,33116.25878
2024-09-18T00:00:00Z,60313.99,61786.24,59174.8,61759.99,36087.02469
2024-09-19T00:00:00Z,61759.98,63850.0,61555.0,62947.99,34332.52608
2024-09-20T00:00:00Z,62948.0,64133.32,62350.0,63201.05,25466.37794
2024-09-21T00:00:00Z,63201.05,63559.9,62758.0,63348.96,8375.34608
2024-09-22T00:00:00Z,63348.97,64000.0,62357.93,63578.76,14242.19892
2024-09-23T00:00:00Z,63578.76,64745.88,62538.75,63339.99,24078.05287
2024-09-24T00:00:00Z,63339.99,64688.0,62700.0,64262.7,23185.04759
2024-09-25T00:00:00Z,64262.7,64817.99,62947.08,63152.01,17813.11168
2024-09-26T00:00:00Z,63152.01,65839.0,62670.0,65173.99,28373.30593
2024-09-27T00:00:00Z,65173.99,66498.0,64819.9,65769.95,22048.80487
2024-09-28T00:00:00Z,65769.95,66260.0,65422.23,65858.0,9127.23316
2024-09-29T00:00:00Z,65858.0,66076.12,65432.0,65602.01,8337.74111
2024-09-30T00:00:00Z,65602.01,65618.8,62856.3,63327.59,30011.08752
2024-10-01T00:00:00Z,63327.6,64130.63,60164.0,60805.78,43671.48108
2024-10-02T00:00:00Z,60804.92,62390.31,60000.0,60649.28,31534.70118
2024-10-03T00:00:00Z,60649.27,61477.19,59828.11,60752.71,26221.43472
2024-10-04T00:00:00Z,60752.72,62484.85,60459.9,62086.0,21294.65994
2024-10-05T00:00:00Z,62086.0,62370.56,61689.26,62058.0,7807.46141
2024-10-06T00:00:00Z,62058.01,62975.0,61798.97,62819.91,8906.86177
2024-10-07T00:00:00Z,62819.91,64478.19,62128.0,62224.0,25966.1852
2024-10-08T00:00:00Z,62224.01,63200.0,61860.31,62160.49,19702.22371
2024-10-09T00:00:00Z,62160.5,62543.75,60301.0,60636.02,20011.15684
2024-10-10T00:00:00Z,60636.01,61321.68,58946.0,60326.39,23967.92481
2024-10-11T00:00:00Z,60326.4,63417.56,60087.64,62540.0,23641.35209
2024-10-12T00:00:00Z,62539.99,63480.0,62487.23,63206.22,10911.30116
2024-10-13T00:00:00Z,63206.23,63285.72,62050.0,62870.02,11909.21995
2024-10-14T00:00:00Z,62870.02,66500.0,62457.81,66083.99,37669.95222
2024-10-15T00:00:00Z,66084.0,67950.0,64800.01,67074.14,43683.95423
2024-10-16T00:00:00Z,67074.14,68424.0,66750.49,67620.01,29938.25544
2024-10-17T00:00:00Z,67620.0,67939.4,66666.0,67421.78,25328.22861
2024-10-18T00:00:00Z,67421.78,69000.0,67192.36,68428.0,28725.635
2024-10-19T00:00:00Z,68427.99,68693.26,68010.0,68378.0,8193.66737
2024-10-20T00:00:00Z,68377.99,69400.0,68100.0,69031.99,12442.47378
2024-10-21T00:00:00Z,69032.0,69519.52,66840.67,67377.5,31374.42184
2024-10-22T00:00:00Z,67377.5,67836.01,66571.42,67426.0,24598.96268
2024-10-23T00:00:00Z,67426.01,67472.83,65260.0,66668.65,25530.2407
2024-10-24T00:00:00Z,66668.65,68850.0,66510.0,68198.28,22589.83877
2024-10-25T00:00:00Z,68198.27,68771.49,65596.29,66698.33,34479.71125
2024-10-26T00:00:00Z,66698.32,67454.55,66439.9,67092.76,11842.9077
2024-10-27T00:00:00Z,67092.76,68332.05,66913.73,68021.7,8653.19592
2024-10-28T00:00:00Z,68021.69,70270.0,67618.0,69962.21,29046.75459
2024-10-29T00:00:00Z,69962.21,73620.12,69760.0,72736.42,50128.60594
2024-10-30T00:00:00Z,72736.41,72961.0,71436.0,72344.74,26885.99056
2024-10-31T00:00:00Z,72344.75,72700.0,69685.76,70292.01,29352.10297
2024-11-01T00:00:00Z,70292.01,71632.95,68820.14,69496.01,38301.86755
2024-11-02T00:00:00Z,69496.0,69914.37,69000.14,69374.74,10521.67243
2024-11-03T00:00:00Z,69374.74,69391.0,67478.73,68775.99,24995.70243
2024-11-04T00:00:00Z,68775.99,69500.0,66835.0,67850.01,29800.39187
2024-11-05T00:00:00Z,67850.01,70577.91,67476.63,69372.01,33355.06888
2024-11-06T00:00:00Z,69372.01,76400.0,69298.0,75571.99,104126.994787
2024-11-07T00:00:00Z,75571.99,76849.99,74416.0,75857.89,44869.422345
2024-11-08T00:00:00Z,75857.89,77199.99,75555.0,76509.78,36521.099583
2024-11-09T00:00:00Z,76509.78,76900.0,75714.66,76677.46,16942.07915
2024-11-10T00:00:00Z,76677.46,81500.0,76492.0,80370.01,61830.100435
2024-11-11T00:00:00Z,80370.01,89530.54,80216.01,88647.99,82323.665776
2024-11-12T00:00:00Z,88648.0,89940.0,85072.0,87952.01,97299.887911
2024-11-13T00:00:00Z,87952.0,93265.64,86127.99,90375.2,86763.854127
2024-11-14T00:00:00Z,90375.21,91790.0,86668.21,87325.59,56729.51086
2024-11-15T00:00:00Z,87325.59,91850.0,87073.38,91032.07,47927.95068
2024-11-16T00:00:00Z,91032.08,91779.66,90056.17,90586.92,22717.87689
