sma_fast,sma_slow,adx_thr,risk,sl_atr,ts_atr,fee,slippage,total_return,Sharpe,MaxDD,CAGR,Calmar
30,300,25.0,0.015,1.5,1.0,0.0005,0.0002,0.675616175080719,0.7275665019166615,-0.07555634315951076,0.10889446324316698,1.4412352251256317
20,300,25.0,0.015,2.5,1.0,0.0005,0.0002,0.37686060130895704,0.7306314275125656,-0.04588840952829798,0.06613514534249676,1.4412167696008997
20,300,25.0,0.01,2.0,1.0,0.0005,0.0002,0.30784790153248665,0.7306277785179301,-0.03835667693774503,0.05521317223815747,1.439467040582568
20,300,25.0,0.01,2.5,1.0,0.0005,0.0002,0.24138258713614502,0.7306241295714694,-0.030778664373561027,0.044249551383707564,1.437669641757362
30,300,25.0,0.015,2.0,1.0,0.0005,0.0002,0.482803925264466,0.7275574512337314,-0.05709964973426551,0.08207896220438426,1.4374687513210551
20,300,25.0,0.005,1.5,1.0,0.0005,0.0002,0.1984634296440504,0.7306216969672467,-0.02570085081076623,0.03691785987872409,1.4364450480860733
30,300,25.0,0.01,1.5,1.0,0.0005,0.0002,0.4222150158711906,0.7275544344114049,-0.05088394748878744,0.07307676189466261,1.4361456903626724
30,300,25.0,0.015,2.5,1.0,0.0005,0.0002,0.37504040083461976,0.7275520209794588,-0.0458884095282982,0.06585276360533632,1.4350631081412097
20,300,25.0,0.005,2.0,1.0,0.0005,0.0002,0.14635345648984988,0.7306186562420643,-0.019324453683919884,0.027728365891257933,1.4348848533985232
20,300,25.0,0.005,2.5,1.0,0.0005,0.0002,0.11589702099023369,0.7306168318230173,-0.015483036893870317,0.02220163909463002,1.4339331002575844
30,300,25.0,0.01,2.0,1.0,0.0005,0.0002,0.30640799484042236,0.7275484008747268,-0.03835667693774536,0.05498043065251457,1.433399216041325
30,300,25.0,0.01,2.5,1.0,0.0005,0.0002,0.24028992789828196,0.7275447808218322,-0.030778664373560694,0.044065431075652084,1.4316875658030472
30,300,25.0,0.005,1.5,1.0,0.0005,0.0002,0.19758476928365387,0.7275423674820205,-0.02570085081076623,0.0367655832148468,1.4305200822163247
30,300,25.0,0.005,2.0,1.0,0.0005,0.0002,0.14572349621178793,0.7275393508396545,-0.019324453683919662,0.027615247346162608,1.4290312056346468
30,300,25.0,0.005,2.5,1.0,0.0005,0.0002,0.11540662699756643,0.7275375408715073,-0.015483036893870539,0.022111668763462378,1.4281222033524958
20,300,25.0,0.015,1.5,1.5,0.0005,0.0005,0.6821537076831072,0.7471449465998802,-0.07703820482274049,0.10975946785166091,1.4247407257763827
20,300,20.0,0.015,1.5,1.5,0.0005,0.0005,0.7978136948569772,0.8222566935719737,-0.08748345297977111,0.12463549178870892,1.424675039033136
30,300,20.0,0.015,1.5,1.5,0.0005,0.0005,0.7969518435614495,0.822451195892063,-0.08748345297977078,0.12452751060133127,1.4234407349024776
20,300,25.0,0.015,2.0,1.5,0.0005,0.0005,0.4867064626120121,0.7471269946548238,-0.05818545826342614,0.0826486423779007,1.420434672933589
30,300,25.0,0.015,1.5,1.5,0.0005,0.0005,0.6793297653351849,0.7453162063447505,-0.07703820482274071,0.10938615225378223,1.4198948756071328
20,300,25.0,0.01,1.5,1.5,0.0005,0.0005,0.4254147180568546,0.7471210108187178,-0.0518413385443397,0.07355976521918284,1.4189403145188362
20,300,25.0,0.015,2.5,1.5,0.0005,0.0005,0.3777347558333257,0.7471162238022399,-0.04674440336205232,0.06627065356795536,1.4177238086592991
20,300,25.0,0.01,2.0,1.5,0.0005,0.0005,0.30843299877800123,0.7471090433648787,-0.03906284565268614,0.055307686800840195,1.4158642535310784
30,300,25.0,0.015,2.0,1.5,0.0005,0.0005,0.484818095304838,0.7452983305515077,-0.058185458263425915,0.08237313396505441,1.415699668328166
30,300,25.0,0.01,1.5,1.5,0.0005,0.0005,0.42380076332792815,0.7452923721082473,-0.05184133854433981,0.07331624307940543,1.4142428636694666
20,300,20.0,0.015,2.0,1.5,0.0005,0.0005,0.5631341644533197,0.8222550381672907,-0.06616675019104679,0.0935713201876387,1.4141743385834311
20,300,25.0,0.01,2.5,1.5,0.0005,0.0005,0.2417443390917804,0.7471018630323449,-0.03133778796839892,0.04431048042219565,1.4139632467638883
30,300,25.0,0.015,2.5,1.5,0.0005,0.0005,0.3763276035640106,0.7452876054092548,-0.04674440336205221,0.06605248821905785,1.4130566114505212
30,300,20.0,0.015,2.0,1.5,0.0005,0.0005,0.5625436823047951,0.822449585184506,-0.06616675019104712,0.09348858530935389,1.4129239389786992
20,300,25.0,0.005,1.5,1.5,0.0005,0.0005,0.1987095567496926,0.747097076202226,-0.026163519603454644,0.036960499048638074,1.412673050446844
30,300,25.0,0.01,2.0,1.5,0.0005,0.0005,0.3073156134572588,0.7452804554534656,-0.039062845652685696,0.05512715890383513,1.4112427802618357
20,300,25.0,0.005,2.0,1.5,0.0005,0.0005,0.14648922330204517,0.7470910927301108,-0.01966835890361751,0.02775273828824454,1.4110347703254542
20,300,20.0,0.01,1.5,1.5,0.0005,0.0005,0.49048459787889764,0.8222544862781116,-0.05897984386471433,0.083199024500068,1.4106348719896018
20,300,25.0,0.005,2.5,1.5,0.0005,0.0005,0.11598346003739923,0.7470875026817837,-0.015756660650077414,0.022217494391005177,1.4100382615586775
30,300,25.0,0.01,2.5,1.5,0.0005,0.0005,0.24089318056526365,0.7452733056089156,-0.03133778796839892,0.044167099171669166,1.4093878998800855
30,300,20.0,0.01,1.5,1.5,0.0005,0.0005,0.4899761392565578,0.8224490481997959,-0.05897984386471433,0.08312501950636952,1.4093801214028043
30,300,25.0,0.005,1.5,1.5,0.0005,0.0005,0.19802334599333005,0.7452685391076811,-0.02616351960345409,0.03684160213108045,1.4081286726506266
20,300,20.0,0.015,2.5,1.5,0.0005,0.0005,0.4342942688100555,0.8222540447352327,-0.05320087294666098,0.07489562915531423,1.407789478011091
30,300,20.0,0.015,2.5,1.5,0.0005,0.0005,0.4338483989412385,0.8224486185824482,-0.053200872946661204,0.07482870921553353,1.406531605046335
30,300,25.0,0.005,2.0,1.5,0.0005,0.0005,0.1459956573148773,0.7452625810506684,-0.01966835890361729,0.027664123938328622,1.406529343596674
30,300,25.0,0.005,2.5,1.5,0.0005,0.0005,0.11559849750566698,0.745259006253543,-0.015756660650077636,0.022146874130037908,1.405556330866895
20,300,20.0,0.01,2.0,1.5,0.0005,0.0005,0.3531434398304596,0.8222533823683634,-0.044483169344294526,0.06243206897915177,1.403498669259262
30,300,20.0,0.01,2.0,1.5,0.0005,0.0005,0.3527864343372473,0.8224479741071383,-0.044483169344294526,0.0623759327227158,1.4022367030535388
20,300,20.0,0.01,2.5,1.5,0.0005,0.0005,0.2756514784975981,0.8222527199384484,-0.03570615040985059,0.04995936743066687,1.3991810054349658
30,300,20.0,0.01,2.5,1.5,0.0005,0.0005,0.27537737536816653,0.8224473295726824,-0.0357061504098507,0.049914186293313234,1.3979156453545545
20,300,20.0,0.005,1.5,1.5,0.0005,0.0005,0.22596625825875516,0.8222522782834821,-0.029821729992729362,0.04163971983923176,1.3962878695965546
30,300,20.0,0.005,1.5,1.5,0.0005,0.0005,0.2257441546836576,0.8224468998502027,-0.029821729992729362,0.041601928575155434,1.3950206304361994
20,300,20.0,0.005,2.0,1.5,0.0005,0.0005,0.16602366122822798,0.8222517261753919,-0.022428867540378317,0.031235678090597574,1.392655158998309
30,300,20.0,0.005,2.0,1.5,0.0005,0.0005,0.1658629358429775,0.8224463626601571,-0.022428867540378317,0.031207212226468606,1.3913859970989075
20,300,20.0,0.005,2.5,1.5,0.0005,0.0005,0.13118716408418907,0.8222513948895241,-0.017973182350178196,0.024991115980947498,1.3904669464781634
30,300,20.0,0.005,2.5,1.5,0.0005,0.0005,0.13106136156655412,0.8224460403264254,-0.017973182350178418,0.024968288411614914,1.3891968559127792
20,300,20.0,0.015,1.5,1.0,0.0005,0.0002,0.8016622534065674,0.8051553871446856,-0.09036794132248516,0.12511717237890863,1.384530515444831
30,300,20.0,0.015,1.5,1.0,0.0005,0.0002,0.7992737552007432,0.8034354039471487,-0.09036794132248493,0.12481832803834947,1.3812235424609893
20,300,20.0,0.015,1.5,1.5,0.001,0.0002,0.7799175271383945,0.8100063852222535,-0.08886510660470626,0.12238473701471797,1.3771967613690628
30,300,20.0,0.015,1.5,1.5,0.001,0.0002,0.7790931742279588,0.8102252825375382,-0.08886510660470626,0.12228062499186865,1.3760251876566445
20,300,25.0,0.015,1.5,1.5,0.001,0.0002,0.6645642140640815,0.7337116829985274,-0.07816989739039071,0.10742598036597206,1.3742627782850045
20,300,20.0,0.015,2.0,1.0,0.0005,0.0002,0.5662042323494181,0.8051535596937502,-0.06840981607407404,0.0940010776341913,1.3740875656266505
30,300,20.0,0.015,2.0,1.0,0.0005,0.0002,0.5646462753063144,0.8034335640830912,-0.06840981607407381,0.09378307434581012,1.3709008403744614
20,300,25.0,0.015,2.0,1.5,0.001,0.0002,0.47500787197914174,0.733689914720996,-0.05904942081793607,0.08093731897222622,1.3706708355662953
20,300,20.0,0.01,1.5,1.0,0.0005,0.0002,0.49325023691575276,0.8051529505346049,-0.060997651004168985,0.08360120374519142,1.3705643146729956
30,300,25.0,0.015,1.5,1.5,0.001,0.0002,0.6617968520929676,0.7319077942808156,-0.07816989739039082,0.10705705847593339,1.3695432903189864
20,300,25.0,0.01,1.5,1.5,0.001,0.0002,0.4154331665842621,0.733682658844686,-0.05261384411780712,0.07205014416782163,1.3694141794029513
20,300,25.0,0.015,2.5,1.5,0.001,0.0002,0.3690437276337828,0.7336768542214721,-0.04744293844734493,0.06492033364624294,1.3683877047012065
20,300,20.0,0.015,2.5,1.0,0.0005,0.0002,0.4368044748886428,0.8051524632041085,-0.05503427454626153,0.0752720720275557,1.3677307940941854
20,300,20.0,0.015,2.0,1.5,0.001,0.0002,0.5514239105867034,0.8100045218555961,-0.06722470471846176,0.09192585960781474,1.3674416271934826
30,300,20.0,0.01,1.5,1.0,0.0005,0.0002,0.4919297424721625,0.8034329507864764,-0.060997651004169096,0.08340925181552872,1.36741744054747
20,300,25.0,0.01,2.0,1.5,0.001,0.0002,0.30154498006191255,0.7336681474163913,-0.03964907513940086,0.05419287006898044,1.3668129679808554
30,300,20.0,0.015,2.0,1.5,0.001,0.0002,0.5508562315077092,0.8102234744133872,-0.06722470471846198,0.09184584035254462,1.3662513020651605
30,300,25.0,0.015,2.0,1.5,0.001,0.0002,0.4731519054726032,0.7318861197485445,-0.05904942081793629,0.08066482285056575,1.3660561227056738
20,300,25.0,0.01,2.5,1.5,0.001,0.0002,0.23650719146248123,0.7336594407669904,-0.031810081282997116,0.043427011382166425,1.3651964921378148
30,300,25.0,0.01,1.5,1.5,0.001,0.0002,0.41384535198169403,0.7318788951335213,-0.05261384411780712,0.07180921697759302,1.3648350197869163
30,300,20.0,0.015,2.5,1.0,0.0005,0.0002,0.4356608643247264,0.803432460146098,-0.05503427454626153,0.07510063583472681,1.3646157136421886
20,300,20.0,0.01,1.5,1.5,0.001,0.0002,0.480547553600742,0.8100039006046085,-0.05992674718795421,0.08174903685995205,1.36414941067224
20,300,25.0,0.005,1.5,1.5,0.001,0.0002,0.19449238169148675,0.7336536364205589,-0.026558943615457742,0.036228943861385865,1.364095815930722
30,300,25.0,0.015,2.5,1.5,0.001,0.0002,0.36765828198678685,0.7318731155239684,-0.04744293844734504,0.06470444465414249,1.363837206794332
20,300,20.0,0.01,2.0,1.0,0.0005,0.0002,0.3552547356161966,0.8051517322030685,-0.04603288508216319,0.06276381139935694,1.3634559573515987
30,300,20.0,0.01,1.5,1.5,0.001,0.0002,0.4800579268649474,0.8102228715845815,-0.0599267471879541,0.0816773908332693,1.3629538505918992
20,300,25.0,0.005,2.0,1.5,0.001,0.0002,0.14346036391420558,0.733646381084825,-0.019966664124856925,0.027208458195882912,1.3626942400463642
30,300,25.0,0.01,2.0,1.5,0.001,0.0002,0.30044353830639525,0.731864446247087,-0.03964907513940119,0.05401416583814411,1.3623058204570235
20,300,25.0,0.005,2.5,1.5,0.001,0.0002,0.11362306333442374,0.733642027935276,-0.01599614140413408,0.021784179547391647,1.3618396460137376
20,300,20.0,0.015,2.5,1.5,0.001,0.0002,0.42567985740801295,0.8100034035574729,-0.05405778673605943,0.07359974977418782,1.3615013528678719
30,300,25.0,0.01,2.5,1.5,0.001,0.0002,0.2356671909632131,0.7318557771351575,-0.031810081282996894,0.043285030989999695,1.3607331149177662
30,300,20.0,0.01,2.0,1.0,0.0005,0.0002,0.35435573106778784,0.8034317241803658,-0.04603288508216308,0.06262260371406247,1.3603884180252612
30,300,20.0,0.015,2.5,1.5,0.001,0.0002,0.42524994483639356,0.8102223892780837,-0.05405778673605932,0.07353491346298346,1.3603019639339378
30,300,25.0,0.005,1.5,1.5,0.001,0.0002,0.1938146353748782,0.7318499978188345,-0.026558943615458075,0.03611118232872634,1.3596618469308617
20,300,20.0,0.01,2.5,1.0,0.0005,0.0002,0.277349788370177,0.8051510011956775,-0.036963584211963774,0.0502391313475421,1.3591520524484613
30,300,25.0,0.005,2.0,1.5,0.001,0.0002,0.1429724077326826,0.7318427737765348,-0.01996666412485648,0.027120665616721995,1.3582972822665706
20,300,20.0,0.01,2.0,1.5,0.001,0.0002,0.3463610667153081,0.8100026579095584,-0.045203169845194235,0.06136356384789021,1.3575057691316765
30,300,25.0,0.005,2.5,1.5,0.001,0.0002,0.1132422520698031,0.7318384394061372,-0.015996141404133746,0.021714202513765546,1.3574650264190669
30,300,20.0,0.01,2.0,1.5,0.001,0.0002,0.3460161789521343,0.8102216657459234,-0.04520316984519468,0.061309114799113384,1.3563012286323288
20,300,20.0,0.005,1.5,1.0,0.0005,0.0002,0.22738392944397812,0.805150513853894,-0.030879476005833517,0.04188080983542908,1.356266855937493
30,300,20.0,0.01,2.5,1.0,0.0005,0.0002,0.27667187946999383,0.8034309882084679,-0.036963584211963885,0.05012749457622734,1.3561318699176022
20,300,20.0,0.01,2.5,1.5,0.001,0.0002,0.2705287333757491,0.8100019121689913,-0.036286903935434545,0.04911368537349636,1.353482387499484
30,300,20.0,0.005,1.5,1.0,0.0005,0.0002,0.22684108571047523,0.803430497557102,-0.03087947600583274,0.041788519835216587,1.3532781394128341
20,300,20.0,0.005,2.0,1.0,0.0005,0.0002,0.1670870004542191,0.8051499046726751,-0.023231505412771303,0.03142392570422836,1.352642678375606
30,300,20.0,0.01,2.5,1.5,0.001,0.0002,0.27026343586445645,0.8102209421268882,-0.036286903935434656,0.04906981484226591,1.352273396748753
20,300,20.0,0.005,1.5,1.5,0.001,0.0002,0.22185946444764149,0.8100014149571554,-0.03030834516505443,0.04094005534905065,1.3507849117494743
20,300,20.0,0.005,2.5,1.0,0.0005,0.0002,0.13203699303768746,0.8051495391618495,-0.018619796651129783,0.025145269029173356,1.3504588422907202
30,300,20.0,0.005,2.0,1.0,0.0005,0.0002,0.16669985911057705,0.8034298842390297,-0.023231505412771414,0.03135540425682226,1.349693173115883
30,300,20.0,0.005,1.5,1.5,0.001,0.0002,0.22164423023393387,0.8102204596659403,-0.03030834516505454,0.04090333458105766,1.3495733389040032
30,300,20.0,0.005,2.5,1.0,0.0005,0.0002,0.13173657945148531,0.8034295162461248,-0.018619796651130116,0.025090786677648413,1.3475327979011815
20,300,20.0,0.005,2.0,1.5,0.001,0.0002,0.16309044607105694,0.8100007933844864,-0.022796328187420833,0.030715685467251896,1.3473961777845003
30,300,20.0,0.005,2.0,1.5,0.001,0.0002,0.16293445388225414,0.8102198565354893,-0.02279632818742061,0.03068800222633339,1.3461818049832925
20,300,20.0,0.005,2.5,1.5,0.001,0.0002,0.128908944912963,0.8100004204100256,-0.018268355321791274,0.02457740545698095,1.3453540301826716
30,300,20.0,0.005,2.5,1.5,0.001,0.0002,0.1287867364879136,0.8102194946282782,-0.018268355321791163,0.02455519429913111,1.3441382032809914
20,300,25.0,0.015,1.5,1.0,0.0005,0.0005,0.641590365458516,0.7017741156093654,-0.07789701748969813,0.1043483000723362,1.3395673343480223
20,300,25.0,0.015,2.0,1.0,0.0005,0.0005,0.4601246128416039,0.7017607557763426,-0.058887498006274686,0.07874436738713597,1.3372000858101571
20,300,25.0,0.01,1.5,1.0,0.0005,0.0005,0.4028512186803537,0.7017563026455157,-0.05248281983510106,0.070135058335284,1.336343179647084
20,300,25.0,0.015,2.5,1.0,0.0005,0.0005,0.35817122102331833,0.701752740193718,-0.04733438944166357,0.06322139201819188,1.3356334108018435
20,300,25.0,0.01,2.0,1.0,0.0005,0.0005,0.2930281396649155,0.7017473966041282,-0.039570444952221395,0.05280788792529045,1.334528534845953
20,300,25.0,0.01,2.5,1.0,0.0005,0.0005,0.23010935076144023,0.7017420531202695,-0.031756746323507445,0.04234367166102171,1.3333756307924234
30,300,25.0,0.015,1.5,1.0,0.0005,0.0005,0.6380056718913654,0.6987460665316891,-0.07789701748969813,0.1038649761884134,1.3333626823664915
20,300,25.0,0.005,1.5,1.0,0.0005,0.0005,0.18938304790715854,0.7017384908564295,-0.026519863971086743,0.035339853079069616,1.3325804807143378
20,300,25.0,0.005,2.0,1.0,0.0005,0.0005,0.13982948860382138,0.7017340380927102,-0.019942427492289583,0.026554475372750685,1.3315568219073401
30,300,25.0,0.015,2.0,1.0,0.0005,0.0005,0.45773571371592836,0.6987328088504751,-0.058887498006274686,0.07839071537101949,1.331194532371993
20,300,25.0,0.005,2.5,1.0,0.0005,0.0005,0.11081189084048138,0.7017313664697385,-0.015979205313858658,0.02126715319991601,1.3309268378616521
30,300,25.0,0.01,1.5,1.0,0.0005,0.0005,0.4008118435749086,0.6987283897807888,-0.05248281983510161,0.06982335453923016,1.330404020946505
30,300,25.0,0.015,2.5,1.0,0.0005,0.0005,0.35639483129311356,0.6987248545816971,-0.04733438944166357,0.06294277984629093,1.3297473694862727
30,300,25.0,0.01,2.0,1.0,0.0005,0.0005,0.291619564746441,0.6987195518774897,-0.039570444952221395,0.05257812721724964,1.3287221632391075
30,300,25.0,0.01,2.5,1.0,0.0005,0.0005,0.22903793479750223,0.6987142492865932,-0.03175674632350722,0.04216180963258731,1.327648909717743
30,300,25.0,0.005,1.5,1.0,0.0005,0.0005,0.1885201085374224,0.6987107142889528,-0.026519863971086632,0.03518938897719859,1.3269068429447426
30,300,25.0,0.005,2.0,1.0,0.0005,0.0005,0.13920957583714455,0.6987062956127081,-0.019942427492289472,0.026442652008601186,1.3259495123562544
30,300,25.0,0.005,2.5,1.0,0.0005,0.0005,0.11032874537690596,0.6987036444447341,-0.015979205313858436,0.021178188506027373,1.325359308554598
20,300,20.0,0.015,1.5,1.5,0.001,0.0005,0.7534012091528008,0.7915464511026213,-0.09093405786157649,0.11901634060725153,1.3088202968839577
30,300,20.0,0.015,1.5,1.5,0.001,0.0005,0.7526318878254041,0.7918011067191161,-0.09093405786157616,0.11891800642743289,1.3077389178920744
20,300,25.0,0.015,1.5,1.5,0.001,0.0005,0.6385184796128629,0.7134834002274574,-0.0798651591518319,0.10393416982198955,1.301370596712892
20,300,20.0,0.015,2.0,1.5,0.001,0.0005,0.5340200781781443,0.7915443538212368,-0.06880961432397659,0.08946192082439364,1.3001369314930282
30,300,20.0,0.015,2.0,1.5,0.001,0.0005,0.5334860357450999,0.7917990815862811,-0.06880961432397659,0.0893859612304686,1.2990330218915676
20,300,25.0,0.015,2.0,1.5,0.001,0.0005,0.4576294700532346,0.7134557679956864,-0.060344063987364915,0.07837497632415191,1.2988017568813792
20,300,25.0,0.01,1.5,1.5,0.001,0.0005,0.4005895443975114,0.7134465576049482,-0.0537715695429789,0.06978935577930878,1.2978857856013868
20,300,20.0,0.01,1.5,1.5,0.001,0.0005,0.4657639998887295,0.7915436545201243,-0.06134549455876537,0.0795773888844129,1.29720021750224
20,300,25.0,0.015,2.5,1.5,0.001,0.0005,0.3561081478735564,0.7134391894195078,-0.04848990098442174,0.06289778855737671,1.2971317177484805
30,300,25.0,0.015,1.5,1.5,0.001,0.0005,0.6358343787748755,0.7117159942251219,-0.07986515915183168,0.10357180942967714,1.2968334443906477
30,300,20.0,0.01,1.5,1.5,0.001,0.0005,0.46530220019241697,0.7917984063476671,-0.06134549455876548,0.07950927063417135,1.2960898140287387
20,300,25.0,0.01,2.0,1.5,0.001,0.0005,0.29127973792330586,0.7134281373532882,-0.04052783240491209,0.05252266611859979,1.295965340407248
20,300,20.0,0.015,2.5,1.5,0.001,0.0005,0.4128535358232954,0.7915430950046253,-0.05534184885235971,0.07165861384371874,1.2948359212734055
20,300,25.0,0.01,2.5,1.5,0.001,0.0005,0.22869215831447387,0.7134170855414004,-0.03251814330441993,0.042103090507794594,1.2947569027433328
30,300,25.0,0.015,2.0,1.5,0.001,0.0005,0.4558213809094198,0.7116884835656293,-0.060344063987364915,0.07810698334535715,1.2943606741785159
20,300,25.0,0.005,1.5,1.5,0.001,0.0005,0.18819395190124744,0.7134097178081118,-0.027151816102519266,0.035132496800487356,1.2939280624115455
30,300,20.0,0.015,2.5,1.5,0.001,0.0005,0.4124472357512421,0.7917978660868363,-0.05534184885235949,0.07159689446391826,1.2937206824246845
30,300,25.0,0.01,1.5,1.5,0.001,0.0005,0.3990404112922499,0.7116793137191667,-0.053771569542979125,0.06955230920373312,1.2934773858170645
20,300,25.0,0.005,2.0,1.5,0.001,0.0005,0.13893181818888278,0.7134005083004655,-0.020413972969154037,0.026392532728244156,1.2928660564077288
30,300,25.0,0.015,2.5,1.5,0.001,0.0005,0.35475486066294293,0.7116719779764176,-0.04848990098442185,0.06268530471145284,1.292749695067257
20,300,25.0,0.005,2.5,1.5,0.001,0.0005,0.11009166752767952,0.7133949826806757,-0.016355266893838816,0.02113452250708381,1.292215079354369
30,300,25.0,0.01,2.0,1.5,0.001,0.0005,0.2902019591320306,0.7116609745863355,-0.04052783240491242,0.05234669104985956,1.2916232609448552
