timestamp,side,price,qty,fee,pnl
2020-10-02 00:00:00+00:00,SELL,345.4272,28.935185185185183,10.0,
2020-10-03 00:00:00+00:00,BUY,346.122975,28.935185185185183,10.01513237847222,10.11724609374869
2020-10-11 00:00:00+00:00,BUY,374.34708,26.726847461229816,10.00011724609375,
2020-10-12 00:00:00+00:00,SELL,386.316745,26.726847461229816,10.325028715333818,309.5863819016886
2020-10-12 00:00:00+00:00,BUY,386.70325499999996,26.647961270728683,10.299703510749342,
2020-10-13 00:00:00+00:00,SELL,380.84948,26.647961270728683,10.148862193017159,-166.14003168057388
2020-10-13 00:00:00+00:00,BUY,381.23052,26.56745689575378,10.12326377555802,
2020-10-14 00:00:00+00:00,SELL,378.500655,26.56745689575378,10.055799836727072,-82.58137055545558
2020-10-21 00:00:00+00:00,BUY,390.57518999999996,25.694346895914254,10.030559141227005,
2020-10-22 00:00:00+00:00,SELL,413.77301000000006,25.694346895914254,10.631627255106599,585.4212070538742
2020-10-22 00:00:00+00:00,BUY,414.18699,25.61947386139343,10.605949789139654,
2020-10-23 00:00:00+00:00,SELL,408.90544500000004,25.61947386139343,10.47594235995895,-145.78634643523037
2020-10-23 00:00:00+00:00,BUY,409.314555,25.542170792489262,10.449557492915282,
2020-10-24 00:00:00+00:00,SELL,411.93393000000003,25.542170792489262,10.521686795281317,56.38283682429574
2020-10-24 00:00:00+00:00,BUY,412.34606999999994,25.46583872530369,10.495490772246663,
2020-10-25 00:00:00+00:00,SELL,405.65707000000003,25.46583872530369,10.330397522399231,-180.67139275595218
2020-10-25 00:00:00+00:00,BUY,406.06293,25.38886288059544,10.304323888718466,
2020-10-26 00:00:00+00:00,SELL,392.32374,25.38886288059544,9.960653639662377,-358.78306464011075
2020-10-28 00:00:00+00:00,SELL,388.03588500000006,25.59110965198371,9.935236500189637,
2020-10-29 00:00:00+00:00,BUY,387.323565,25.59110965198371,9.91203982271224,-28.141099050015328
2020-10-29 00:00:00+00:00,SELL,386.936435,25.565469389195954,9.89716016463943,
2020-10-30 00:00:00+00:00,BUY,382.681245,25.565469389195954,9.783425654866896,-118.56935534508011
2020-10-30 00:00:00+00:00,SELL,382.298755,25.539736069255955,9.76869364912971,
2020-10-31 00:00:00+00:00,BUY,386.65322999999995,25.539736069255955,9.875021444525316,101.33712077564633
2020-11-05 00:00:00+00:00,BUY,416.89834499999995,23.66330383800002,9.860262076256227,
2020-11-06 00:00:00+00:00,SELL,455.6820450000001,23.66330383800002,10.7829426843562,906.9675343774888
2020-11-06 00:00:00+00:00,BUY,456.137955,23.595379238352876,10.75736934855746,
2020-11-07 00:00:00+00:00,SELL,434.992395,23.595379238352876,10.263810525824395,-509.20131793316796
2020-11-07 00:00:00+00:00,BUY,435.42760499999997,23.522921489110395,10.237410661275735,
2020-11-08 00:00:00+00:00,SELL,454.07285,23.522921489110395,10.681120000886603,427.90951427934306
2020-11-08 00:00:00+00:00,BUY,454.52715,23.453847160232893,10.655082764893804,
2020-11-09 00:00:00+00:00,SELL,444.09784,23.453847160232893,10.415802863549564,-255.0232455902369
2020-11-09 00:00:00+00:00,BUY,444.54215999999997,23.382707140211274,10.389404436538673,
2020-11-10 00:00:00+00:00,SELL,450.11483,23.382707140211274,10.524903249355983,119.77920734968575
2020-11-10 00:00:00+00:00,BUY,450.56516999999997,23.31303956888533,10.49879423945182,
2020-11-11 00:00:00+00:00,SELL,462.858455,23.31303956888533,10.790637476208131,275.8032021603776
2020-11-12 00:00:00+00:00,BUY,462.62119499999994,23.27926349482633,10.764098647372746,
2020-11-13 00:00:00+00:00,SELL,476.19178500000004,23.27926349482633,11.08539403708669,304.8279463531708
2020-11-13 00:00:00+00:00,BUY,476.668215,23.21046637507828,11.058162495078545,
2020-11-14 00:00:00+00:00,SELL,460.659555,23.21046637507828,10.692123111686024,-382.26058775174715
2020-11-20 00:00:00+00:00,BUY,510.37505999999996,20.90653913752003,10.664843744831717,
2020-11-21 00:00:00+00:00,SELL,552.073825,20.90653913752003,11.541953029162885,860.2349094295878
2020-11-21 00:00:00+00:00,BUY,552.626175,20.84622759213628,11.514413810516475,
2020-11-22 00:00:00+00:00,SELL,559.749985,20.84622759213628,11.66867558200487,136.83588900113136
2020-11-22 00:00:00+00:00,BUY,560.3100149999999,20.7841281461834,11.63973528570709,
2020-11-23 00:00:00+00:00,SELL,608.2757100000001,20.7841281461834,12.642480304850693,984.2826711959024
2020-11-23 00:00:00+00:00,BUY,608.88429,20.72427326171955,12.612378221617284,
2020-11-24 00:00:00+00:00,SELL,604.6675150000001,20.72427326171955,12.531294813344907,-99.92089219652917
2020-11-24 00:00:00+00:00,BUY,605.272485,20.66192530406324,12.499844951199139,
2020-11-25 00:00:00+00:00,SELL,569.2152500000001,20.66192530406324,11.761082977433684,-756.7729792184855
2020-11-25 00:00:00+00:00,BUY,569.7847499999999,20.598019538243115,11.730572127029454,
2020-11-26 00:00:00+00:00,SELL,519.5700850000001,20.598019538243115,10.702114762316638,-1045.0247655386447
2020-11-26 00:00:00+00:00,SELL,519.5700850000001,20.533283553014986,10.67381678936378,
2020-11-27 00:00:00+00:00,BUY,518.9393399999999,20.533283553014986,10.655528615034449,-23.60679454968522
2020-11-27 00:00:00+00:00,SELL,518.42066,20.512717239964395,10.63953617802473,
2020-11-28 00:00:00+00:00,BUY,537.7887599999999,20.512717239964395,11.031508768711074,386.2608500066435
2020-11-28 00:00:00+00:00,SELL,537.25124,20.492553750285293,11.01515749185335,
2020-11-29 00:00:00+00:00,BUY,576.5881499999999,20.492553750285293,11.815763655652558,794.297978889479
2020-11-30 00:00:00+00:00,BUY,616.9683299999999,19.13281275459893,11.798440313250977,
2020-12-01 00:00:00+00:00,SELL,584.9673700000001,19.13281275459893,11.192071157760193,-623.4604468051693
2020-12-01 00:00:00+00:00,BUY,585.5526299999999,19.07388413035669,11.163181426132557,
2020-12-02 00:00:00+00:00,SELL,596.591555,19.07388413035669,11.37931819321932,199.17585818047883
2020-12-02 00:00:00+00:00,BUY,597.188445,19.01722947760375,11.351194102886902,
2020-12-03 00:00:00+00:00,SELL,615.5420750000001,19.01722947760375,11.705904893395378,337.32928856363833
2020-12-03 00:00:00+00:00,BUY,616.157925,18.961065514894297,11.677172197347655,
2020-12-04 00:00:00+00:00,SELL,566.9563800000001,18.961065514894297,10.750097065267308,-943.6638152442865
2020-12-08 00:00:00+00:00,SELL,554.6625300000001,19.320703517328035,10.721831209906021,
2020-12-09 00:00:00+00:00,BUY,573.376545,19.320703517328035,11.078038229734895,350.4898972040937
2020-12-10 00:00:00+00:00,SELL,558.710505,19.788545905830528,11.061599275900207,
2020-12-11 00:00:00+00:00,BUY,544.7022149999999,19.788545905830528,10.778864786535069,-287.9825545137228
2020-12-11 00:00:00+00:00,SELL,544.157785,19.768482857503418,10.762555122110586,
2020-12-12 00:00:00+00:00,BUY,568.3240199999999,19.768482857503418,11.234903646877429,466.49489868102137
2020-12-13 00:00:00+00:00,BUY,590.99535,18.99151424694345,11.218287465669498,
2020-12-14 00:00:00+00:00,SELL,585.996855,18.99151424694345,11.128967620396553,-106.05795662617311
2020-12-16 00:00:00+00:00,BUY,637.4985899999999,17.422096144853345,11.101011221577654,
2020-12-17 00:00:00+00:00,SELL,642.3786500000001,17.422096144853345,11.191582601701098,73.82929191095536
2020-12-17 00:00:00+00:00,BUY,643.02135,17.37006301893112,11.163739502267031,
2020-12-18 00:00:00+00:00,SELL,653.5230750000001,17.37006301893112,11.35173699707565,171.06388806040923
2020-12-18 00:00:00+00:00,BUY,654.176925,17.318405828286572,11.323639650825175,
2020-12-19 00:00:00+00:00,SELL,657.7009850000001,17.318405828286572,11.39033257189382,49.640768671339174
2020-12-19 00:00:00+00:00,BUY,658.3590149999999,17.266624287411954,11.361956779845688,
2020-12-20 00:00:00+00:00,SELL,637.86091,17.266624287411954,11.01370468059669,-364.9467823195155
