timestamp,side,price,qty,fee,pnl
2020-10-10 00:00:00+00:00,BUY,11298.86661,0.8854870444390529,10.0,
2020-10-11 00:00:00+00:00,SELL,11363.335490000001,0.8854870444390529,10.062086358009498,47.02427165148765
2020-10-11 00:00:00+00:00,BUY,11374.70451,0.8828398816829848,10.037024271651488,
2020-10-12 00:00:00+00:00,SELL,11522.485875,0.8828398816829848,10.172510066578864,120.29477272497206
2020-10-12 00:00:00+00:00,BUY,11534.014125,0.8802100943425766,10.147282020104809,
2020-10-13 00:00:00+00:00,SELL,11414.84972,0.8802100943425766,10.047465948947535,-114.93717811627357
2020-10-13 00:00:00+00:00,BUY,11426.270279999999,0.8775574542726828,10.022197559968431,
2020-10-14 00:00:00+00:00,SELL,11412.181055000001,0.8775574542726828,10.01484455432474,-22.378948977999244
2020-10-20 00:00:00+00:00,BUY,11915.944995,0.8387745425000745,9.989796413430462,
2020-10-21 00:00:00+00:00,SELL,12774.56952,0.8387745425000745,10.714983704773397,709.4774094314453
2020-10-21 00:00:00+00:00,BUY,12787.35048,0.8363443768268172,10.689284026448476,
2020-10-22 00:00:00+00:00,SELL,12962.035740000001,0.8363443768268172,10.840725703377233,135.25630921215452
2020-10-22 00:00:00+00:00,BUY,12975.00426,0.8338539055832264,10.813851051634183,
2020-10-23 00:00:00+00:00,SELL,12916.608465000001,0.8338539055832264,10.770564415429613,-59.46412614581641
2020-10-23 00:00:00+00:00,BUY,12929.531534999998,0.8313483618394648,10.743573074436732,
2020-10-24 00:00:00+00:00,SELL,13105.174135000001,0.8313483618394648,10.894965048753177,135.12522273047216
2020-10-24 00:00:00+00:00,BUY,13118.285864999998,0.8288726753901101,10.867954724092767,
2020-10-25 00:00:00+00:00,SELL,13022.315585,0.8288726753901101,10.793841558713277,-90.34098430025006
2020-10-25 00:00:00+00:00,BUY,13035.344415,0.8263785608583751,10.766745785068425,
2020-10-26 00:00:00+00:00,SELL,13045.663905000001,0.8263785608583751,10.780656963255952,-2.252851668261428
2020-10-27 00:00:00+00:00,BUY,13642.988084999999,0.7886177854643273,10.753726187615095,
2020-10-28 00:00:00+00:00,SELL,13259.766800000001,0.7886177854643273,10.45688792958941,-312.6720090490817
2020-10-30 00:00:00+00:00,BUY,13566.88005,0.7691905260564744,10.430300452378399,
2020-10-31 00:00:00+00:00,SELL,13784.104500000001,0.7691905260564744,10.602602591572417,156.48438637625623
2020-10-31 00:00:00+00:00,BUY,13797.895499999999,0.766902656682059,10.576354538302276,
2020-11-01 00:00:00+00:00,SELL,13754.619250000002,0.766902656682059,10.548454044475191,-43.737125140711214
2020-11-03 00:00:00+00:00,BUY,14030.541765,0.7503132990497586,10.522041058623262,
2020-11-04 00:00:00+00:00,SELL,14136.937995,0.7503132990497586,10.60713258549033,69.22337375226743
2020-11-04 00:00:00+00:00,BUY,14151.082005,0.7480723211675407,10.580742391316909,
2020-11-05 00:00:00+00:00,SELL,15582.22499,0.7480723211675407,11.65663121722416,1058.9418234943696
2020-11-05 00:00:00+00:00,BUY,15597.81501,0.7459325563674684,11.62910347241996,
2020-11-06 00:00:00+00:00,SELL,15572.130040000002,0.7459325563674684,11.615758768823849,-30.775014101143825
2020-11-06 00:00:00+00:00,BUY,15587.709959999998,0.7436944063157189,11.586699354846397,
2020-11-07 00:00:00+00:00,SELL,14810.89085,0.7436944063157189,11.014776677697665,-588.7308035038513
2020-11-07 00:00:00+00:00,BUY,14825.709149999999,0.7414063591631765,10.9863818519877,
2020-11-08 00:00:00+00:00,SELL,15467.36245,0.7414063591631765,11.46760087991173,464.25823611812484
2020-11-08 00:00:00+00:00,BUY,15482.83755,0.7392297113591405,11.439653706253836,
2020-11-09 00:00:00+00:00,SELL,15320.745795,0.7392297113591405,11.325550491844616,-131.14859175419042
2020-11-09 00:00:00+00:00,BUY,15336.074204999999,0.7370017804060168,11.297065460793393,
2020-11-10 00:00:00+00:00,SELL,15289.561395,0.7370017804060168,11.268433969742102,-45.54845775142894
2020-11-12 00:00:00+00:00,BUY,16300.00593,0.6899285862744444,11.240219937581172,
2020-11-13 00:00:00+00:00,SELL,16312.539650000002,0.6899285862744444,11.254487419270323,-2.6071156989073643
2020-11-13 00:00:00+00:00,BUY,16328.860349999999,0.6878609742195299,11.226372601944682,
2020-11-14 00:00:00+00:00,SELL,16062.414775000001,0.6878609742195299,11.048708275449671,-194.32622107143106
2020-11-14 00:00:00+00:00,BUY,16078.485225,0.6857816681095618,11.020820008271306,
2020-11-15 00:00:00+00:00,SELL,15949.0215,0.6857816681095618,10.937546568985265,-99.72139585916193
