entry_time,exit_time,entry_price,exit_price,size,pnl,reason
2021-03-05 00:00:00+00:00,2021-03-06 00:00:00+00:00,46106.43,48882.2,0.010915183566099622,28.742811587558837,RegimeOff
2021-03-14 00:00:00+00:00,2021-03-15 00:00:00+00:00,57773.16,55605.2,0.013901513620229962,-32.50212169178284,TS
2021-03-21 00:00:00+00:00,2021-03-22 00:00:00+00:00,55605.2,54083.25,0.01345855561060723,-22.697620867813104,TS
2021-03-31 00:00:00+00:00,2021-04-01 00:00:00+00:00,54083.25,58720.44,0.012962331949465356,57.915497780384406,RegimeOff
2021-04-16 00:00:00+00:00,2021-04-17 00:00:00+00:00,55953.45,60006.66,0.01929867645010512,74.86477340831779,TS
2021-04-17 00:00:00+00:00,2021-04-18 00:00:00+00:00,60006.66,56150.01,0.019464406437240837,-78.4587840390996,TS
2021-04-21 00:00:00+00:00,2021-04-22 00:00:00+00:00,56150.01,51690.96,0.016018803906412738,-74.01987258615077,TS
2021-05-03 00:00:00+00:00,2021-05-04 00:00:00+00:00,51690.96,53200.01,0.014244708523066791,19.254765455206368,TS
2021-05-11 00:00:00+00:00,2021-05-12 00:00:00+00:00,53200.01,49631.32,0.014722639475569331,-54.8114591676445,TS
2021-05-16 00:00:00+00:00,2021-05-17 00:00:00+00:00,49631.32,43538.04,0.013014370232629796,-81.11901266914423,TS
2021-05-18 00:00:00+00:00,2021-05-19 00:00:00+00:00,43538.04,36690.09,0.011021846563384069,-76.80344738211681,TS
2021-05-22 00:00:00+00:00,2021-05-23 00:00:00+00:00,36690.09,34655.25,0.009718351717974841,-20.81532947114164,TS
2021-05-30 00:00:00+00:00,2021-05-31 00:00:00+00:00,34655.25,37253.81,0.00800234661587283,19.931415987730087,RegimeOff
2021-09-01 00:00:00+00:00,2021-09-02 00:00:00+00:00,47674.01,49246.64,0.021921446123620653,31.287362606527548,RegimeOff
2021-09-19 00:00:00+00:00,2021-09-20 00:00:00+00:00,44940.73,43015.62,0.017795289404507794,-36.60570264033328,TS
2021-09-25 00:00:00+00:00,2021-09-26 00:00:00+00:00,43015.62,43160.9,0.017064179003406166,0.27328658085891044,RegimeOff
2021-10-20 00:00:00+00:00,2021-10-21 00:00:00+00:00,49224.94,62193.15,0.017912203314151227,229.29559891917745,TS
2021-10-26 00:00:00+00:00,2021-10-27 00:00:00+00:00,62193.15,58413.44,0.015646586546197255,-61.970181807242305,TS
2021-11-04 00:00:00+00:00,2021-11-05 00:00:00+00:00,58413.44,60937.12,0.015438254823176173,36.197368394300085,RegimeOff
2021-11-21 00:00:00+00:00,2021-11-22 00:00:00+00:00,58052.24,56247.18,0.01636961782278887,-32.35469908135289,TS
2021-11-25 00:00:00+00:00,2021-11-26 00:00:00+00:00,56247.18,53726.53,0.016360313852480143,-43.93743172893655,TS
2021-12-02 00:00:00+00:00,2021-12-03 00:00:00+00:00,53726.53,53601.05,0.016484580994065304,-4.722360501245783,TS
2021-12-03 00:00:00+00:00,2021-12-04 00:00:00+00:00,53601.05,49152.47,0.01642566793125111,-75.60259064303584,TS
2021-12-12 00:00:00+00:00,2021-12-13 00:00:00+00:00,49152.47,46702.75,0.01332447637623228,-34.55706719002658,TS
2021-12-27 00:00:00+00:00,2021-12-28 00:00:00+00:00,46702.75,47543.74,0.013192139484998042,9.229488122411267,TS
2021-12-30 00:00:00+00:00,2021-12-31 00:00:00+00:00,47543.74,46216.93,0.022873931951971044,-33.56637443122147,RegimeOff
2023-01-29 00:00:00+00:00,2023-01-30 00:00:00+00:00,22916.45,22826.15,0.05160778787387113,-8.201194841409531,TS
2023-02-05 00:00:00+00:00,2023-02-06 00:00:00+00:00,22826.15,22762.52,0.05180162137047297,-6.8384877009884075,TS
2023-02-08 00:00:00+00:00,2023-02-09 00:00:00+00:00,22762.52,21796.35,0.06263912581638628,-64.70673718626705,TS
2023-02-15 00:00:00+00:00,2023-02-16 00:00:00+00:00,21796.35,23517.72,0.0618329760914451,102.2345743441569,TS
2023-02-17 00:00:00+00:00,2023-02-18 00:00:00+00:00,23517.72,24631.95,0.059511092949336125,62.01088586666397,RegimeOff
2023-02-23 00:00:00+00:00,2023-02-24 00:00:00+00:00,24271.76,23185.29,0.05255959086318708,-60.84590338248746,TS
2023-03-02 00:00:00+00:00,2023-03-03 00:00:00+00:00,23185.29,22354.34,0.04577792743156098,-41.166233615355836,TS
2023-03-08 00:00:00+00:00,2023-03-09 00:00:00+00:00,22354.34,20362.22,0.05379271906118373,-110.60831136317557,SL
2023-04-16 00:00:00+00:00,2023-04-17 00:00:00+00:00,20362.22,29430.27,0.06047046731183863,543.8327583987382,TS
2023-04-18 00:00:00+00:00,2023-04-19 00:00:00+00:00,29430.27,28797.1,0.06636850610367227,-47.819242351530974,TS
2023-04-20 00:00:00+00:00,2023-04-21 00:00:00+00:00,28797.1,27262.84,0.05774861888806753,-93.4574721801283,TS
2023-04-30 00:00:00+00:00,2023-05-01 00:00:00+00:00,27262.84,28068.26,0.05084626662805787,36.73253027243468,TS
2023-05-01 00:00:00+00:00,2023-05-02 00:00:00+00:00,28068.26,28669.86,0.04087892888822503,21.113673260058903,RegimeOff
2023-05-23 00:00:00+00:00,2023-05-24 00:00:00+00:00,26795.01,26329.01,0.04805888327151847,-26.225061218668326,TS
2023-05-30 00:00:00+00:00,2023-05-31 00:00:00+00:00,26329.01,27210.35,0.06627583484155358,53.08899560793112,TS
2023-06-03 00:00:00+00:00,2023-06-04 00:00:00+00:00,27210.35,27115.21,0.06616357426313857,-11.686362290564851,RegimeOff
2023-07-05 00:00:00+00:00,2023-07-06 00:00:00+00:00,25934.25,29895.43,0.05588590167195483,216.69397797462898,TS
2023-07-13 00:00:00+00:00,2023-07-14 00:00:00+00:00,29895.43,30312.01,0.05632121751592271,18.375858306307677,TS
2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00,30312.01,29176.5,0.05989870042080856,-73.36049997328765,TS
2023-08-03 00:00:00+00:00,2023-08-04 00:00:00+00:00,29176.5,29113.99,0.06862299099308847,-10.28972482235692,TS
2023-08-11 00:00:00+00:00,2023-08-12 00:00:00+00:00,29113.99,29430.17,0.08559005525645912,19.54566683697248,RegimeOff
2023-08-27 00:00:00+00:00,2023-08-28 00:00:00+00:00,26054.0,26120.0,0.06936443113785888,-0.8504772901812876,RegimeOff
2023-11-13 00:00:00+00:00,2023-11-14 00:00:00+00:00,33069.99,35551.19,0.04454229551653541,105.93352631824779,TS
2023-11-15 00:00:00+00:00,2023-11-16 00:00:00+00:00,35551.19,36163.51,0.04383539615705134,22.12582634770953,TS
2023-11-20 00:00:00+00:00,2023-11-21 00:00:00+00:00,36163.51,35741.65,0.03940796037868966,-20.875095709809052,TS
2023-12-10 00:00:00+00:00,2023-12-11 00:00:00+00:00,35741.65,41253.4,0.03658964881255737,197.44716408290515,TS
2023-12-28 00:00:00+00:00,2023-12-29 00:00:00+00:00,41253.4,42066.95,0.03552703834032022,24.46283413829901,TS
2024-01-02 00:00:00+00:00,2024-01-03 00:00:00+00:00,42066.95,42845.23,0.036150419390763085,23.530732025867366,TS
