sma_fast,sma_slow,adx_thr,risk,sl_atr,ts_atr,fee,slippage,total_return,Sharpe,MaxDD,CAGR,Calmar
30,200,15.0,0.005,2.5,1.5,0.001,0.0005,0.007132252124919525,0.6745474859191704,-0.0028988349549489145,0.007156832185789996,2.4688650085344785
30,200,15.0,0.005,2.0,1.5,0.001,0.0005,0.008911080633764223,0.6745475099016988,-0.0036235510841737817,0.00894181828227647,2.4676948315509466
30,200,15.0,0.005,1.5,1.5,0.001,0.0005,0.01187198924481736,0.674547549776304,-0.004831417870126087,0.011913000323381384,2.4657358654573356
30,200,15.0,0.01,2.5,1.5,0.001,0.0005,0.014237268680507897,0.6745475815893875,-0.005797717213085196,0.014286507997284481,2.464160888192417
30,200,15.0,0.01,2.0,1.5,0.001,0.0005,0.01777939532566042,0.6745476291646189,-0.007247176085931284,0.01784099238293546,2.461785414262201
30,200,15.0,0.015,2.5,1.5,0.001,0.0005,0.02131451111223548,0.6745476765665624,-0.008696646790674278,0.021388483806074277,2.459394329893897
20,100,15.0,0.005,2.5,1.0,0.001,0.0005,0.011903715641371049,0.7211458091517052,-0.004858630281110887,0.011944836962470395,2.458478268846442
30,200,15.0,0.01,1.5,1.5,0.001,0.0005,0.023667326797328636,0.6745477080715309,-0.009662967168116987,0.023749559544615773,2.4577916008012086
20,100,15.0,0.005,2.0,1.0,0.001,0.0005,0.014872010649604528,0.7211465460384272,-0.006072041164713049,0.014923461317819076,2.457733884372361
20,100,15.0,0.005,1.5,1.0,0.001,0.0005,0.01981218222764647,0.7211477741911021,-0.00809328159397138,0.019880890448955135,2.456468395188949
30,200,15.0,0.015,2.0,1.5,0.001,0.0005,0.02660389213806913,0.6745477473444007,-0.010870875037045757,0.026696460454572968,2.455778432149831
20,100,15.0,0.01,2.5,1.0,0.001,0.0005,0.023757923154681837,0.7211487567204976,-0.009709272446621897,0.023840474332383454,2.4554336551425293
20,100,15.0,0.01,2.0,1.0,0.001,0.0005,0.02966564901757618,0.7211502305267085,-0.012131586345014433,0.029769024352754858,2.453844328857179
20,100,15.0,0.015,2.5,1.0,0.001,0.0005,0.03556002510123846,0.7211517043474736,-0.014551889258196948,0.0356842939541937,2.4522103845789687
20,100,15.0,0.01,1.5,1.0,0.001,0.0005,0.03948203352360724,0.7211526869027298,-0.016164305028682824,0.03962026863879764,2.4510963241842614
20,100,15.0,0.015,2.0,1.0,0.001,0.0005,0.044375854163602346,0.7211539151058259,-0.018178562885391325,0.04453158765859988,2.4496759143918028
30,200,15.0,0.015,1.5,1.5,0.001,0.0005,0.03538351894243763,0.6745478644403851,-0.01449464796930966,0.03550716045969127,2.4496738751346423
20,100,15.0,0.015,1.5,1.0,0.001,0.0005,0.058997606548835124,0.7211575997754829,-0.024212898382345305,0.05920609106174468,2.4452294032223114
20,200,15.0,0.005,2.5,1.0,0.001,0.0005,0.00947758741478455,0.5672224862405238,-0.003989805560726367,0.00951028835146217,2.383647074202475
20,200,15.0,0.005,2.0,1.0,0.001,0.0005,0.01183045361162316,0.5672214966350944,-0.00498673405784289,0.011871320367805582,2.380580201411574
20,200,15.0,0.005,1.5,1.0,0.001,0.0005,0.015737071242157175,0.5672198471296058,-0.006647814303628152,0.015791537861940208,2.37544810078731
20,200,15.0,0.01,2.5,1.0,0.001,0.0005,0.01884895146592802,0.5672185273784149,-0.007976256649927294,0.01891428833839459,2.37132393910206
20,200,15.0,0.01,2.0,1.0,0.001,0.0005,0.02349426994180792,0.5672165475069115,-0.009968214323519797,0.023575894501196792,2.36510710304151
20,200,15.0,0.015,2.5,1.0,0.001,0.0005,0.02811240214803301,0.5672145673416739,-0.011959321447104543,0.028210291093590856,2.3588538211271857
20,200,15.0,0.01,1.5,1.0,0.001,0.0005,0.03117595231543957,0.5672132470683164,-0.013286251704685892,0.03128467009766678,2.3546648665878482
20,200,15.0,0.015,2.0,1.0,0.001,0.0005,0.03498817932711118,0.5672115965429875,-0.014944378652874457,0.035110416110145204,2.3494062165904728
20,200,15.0,0.015,1.5,1.0,0.001,0.0005,0.046309015537923104,0.5672066437424874,-0.01991516491926637,0.046471683054722934,2.3334822103213013
30,200,15.0,0.005,2.5,1.0,0.001,0.0005,0.006321147216719947,0.5089291245850457,-0.0029502795201921117,0.006342923151858582,2.149939728912721
30,200,15.0,0.005,2.0,1.0,0.001,0.0005,0.007890831656970354,0.5089294783766507,-0.003687529892397179,0.007918036291637565,2.1472466726202537
30,200,15.0,0.005,1.5,1.0,0.001,0.0005,0.010497504686673542,0.5089300679876297,-0.004915995663287709,0.010533743013967811,2.1427486384158194
30,200,15.0,0.01,2.5,1.0,0.001,0.0005,0.012574298926972816,0.5089305396389253,-0.005898511460689981,0.012617751185272974,2.139141590105007
30,200,15.0,0.01,2.0,1.0,0.001,0.0005,0.015675201819755236,0.5089312470533369,-0.007371856177314506,0.015729452653354015,2.1337167024172867
30,200,15.0,0.015,2.5,1.0,0.001,0.0005,0.018758897316002443,0.5089319543927244,-0.008844684906341715,0.018823919155460445,2.1282747045023087
30,200,15.0,0.01,1.5,1.0,0.001,0.0005,0.020805100847533398,0.5089324259106154,-0.009826283392626589,0.020877287608075168,2.124637238097671
30,200,15.0,0.015,2.0,1.0,0.001,0.0005,0.02335202720539753,0.5089330152610592,-0.011052957540857888,0.02343315194497686,2.1200797938791385
30,200,15.0,0.015,1.5,1.0,0.001,0.0005,0.03092024526201609,0.5089347829994739,-0.014730812685004202,0.03102805798663355,2.106337148541693
10,200,15.0,0.005,2.5,1.5,0.001,0.0005,0.009111562515296212,0.6097910190364398,-0.005208674646360545,0.00914299482933223,1.7553399761147896
10,200,15.0,0.005,2.0,1.5,0.001,0.0005,0.011377883704808633,0.6097828433354797,-0.00650994555901363,0.011417178313332554,1.7538054980389814
10,200,15.0,0.005,1.5,1.5,0.001,0.0005,0.015144670328642196,0.6097692162092024,-0.008677927838693589,0.015197071324795086,1.751232737501412
10,200,15.0,0.01,2.5,1.5,0.001,0.0005,0.01814865523172915,0.6097583136459426,-0.010411588874596589,0.018211543007411457,1.7491607886905818
10,200,15.0,0.01,2.0,1.5,0.001,0.0005,0.022638745510165093,0.609741958363763,-0.013010867302153395,0.02271736491166987,1.7460300212200286
10,200,15.0,0.015,2.5,1.5,0.001,0.0005,0.027109584799903663,0.609725601356662,-0.015608683391249545,0.027203935882117447,1.7428719130383776
10,200,15.0,0.01,1.5,1.5,0.001,0.0005,0.03007934620901498,0.6097146957268269,-0.01733974471470079,0.030184184170576556,1.7407513586394463
10,200,15.0,0.015,2.0,1.5,0.001,0.0005,0.03377929186493667,0.6097010626111801,-0.01950264943235691,0.03389723641736264,1.7380836657569008
10,300,15.0,0.005,2.5,1.5,0.001,0.0005,0.005017330702472345,0.5255062526923712,-0.0028988349549488035,0.0050346038471569265,1.7367680207395053
20,300,15.0,0.005,2.5,1.5,0.001,0.0005,0.005017330702472345,0.5255062526923712,-0.0028988349549488035,0.0050346038471569265,1.7367680207395053
30,300,15.0,0.005,2.5,1.5,0.001,0.0005,0.005017330702472345,0.5255062526923712,-0.0028988349549488035,0.0050346038471569265,1.7367680207395053
10,300,15.0,0.005,2.0,1.5,0.001,0.0005,0.006265640710733766,0.5255037177619093,-0.0036235510841738927,0.0062872248329077784,1.7351003716679096
20,300,15.0,0.005,2.0,1.5,0.001,0.0005,0.006265640710733766,0.5255037177619093,-0.0036235510841738927,0.0062872248329077784,1.7351003716679096
30,300,15.0,0.005,2.0,1.5,0.001,0.0005,0.006265640710733766,0.5255037177619093,-0.0036235510841738927,0.0062872248329077784,1.7351003716679096
10,300,15.0,0.005,1.5,1.5,0.001,0.0005,0.008340798443528419,0.5254994925138707,-0.004831417870126198,0.008369560826930522,1.7323197976067235
20,300,15.0,0.005,1.5,1.5,0.001,0.0005,0.008340798443528419,0.5254994925138707,-0.004831417870126198,0.008369560826930522,1.7323197976067235
30,300,15.0,0.005,1.5,1.5,0.001,0.0005,0.008340798443528419,0.5254994925138707,-0.004831417870126198,0.008369560826930522,1.7323197976067235
10,300,15.0,0.01,2.5,1.5,0.001,0.0005,0.009996098626398497,0.525496111987985,-0.005797717213085307,0.010030597477859837,1.7300942955998306
20,300,15.0,0.01,2.5,1.5,0.001,0.0005,0.009996098626398497,0.525496111987985,-0.005797717213085307,0.010030597477859837,1.7300942955998306
30,300,15.0,0.01,2.5,1.5,0.001,0.0005,0.009996098626398497,0.525496111987985,-0.005797717213085307,0.010030597477859837,1.7300942955998306
10,200,15.0,0.015,1.5,1.5,0.001,0.0005,0.04479627534263941,0.6096601560737736,-0.025985176187478087,0.0449535157902361,1.7299677118178864
10,300,15.0,0.01,2.0,1.5,0.001,0.0005,0.012470999416321016,0.5254910406532391,-0.007247176085931173,0.012514092507369012,1.7267543052613858
20,300,15.0,0.01,2.0,1.5,0.001,0.0005,0.012470999416321016,0.5254910406532391,-0.007247176085931173,0.012514092507369012,1.7267543052613858
30,300,15.0,0.01,2.0,1.5,0.001,0.0005,0.012470999416321016,0.5254910406532391,-0.007247176085931173,0.012514092507369012,1.7267543052613858
10,300,15.0,0.015,2.5,1.5,0.001,0.0005,0.014936232960932827,0.5254859686633025,-0.008696646790674278,0.014987907446841753,1.7234122308972943
20,300,15.0,0.015,2.5,1.5,0.001,0.0005,0.014936232960932827,0.5254859686633025,-0.008696646790674278,0.014987907446841753,1.7234122308972943
30,300,15.0,0.015,2.5,1.5,0.001,0.0005,0.014936232960932827,0.5254859686633025,-0.008696646790674278,0.014987907446841753,1.7234122308972943
10,300,15.0,0.01,1.5,1.5,0.001,0.0005,0.016574346931033768,0.5254825869726159,-0.009662967168116987,0.016631735050796737,1.7211830239549233
20,300,15.0,0.01,1.5,1.5,0.001,0.0005,0.016574346931033768,0.5254825869726159,-0.009662967168116987,0.016631735050796737,1.7211830239549233
30,300,15.0,0.01,1.5,1.5,0.001,0.0005,0.016574346931033768,0.5254825869726159,-0.009662967168116987,0.016631735050796737,1.7211830239549233
10,300,15.0,0.015,2.0,1.5,0.001,0.0005,0.01861593784613702,0.5254783594496313,-0.010870875037045757,0.018680459632258284,1.7183952136878615
20,300,15.0,0.015,2.0,1.5,0.001,0.0005,0.01861593784613702,0.5254783594496313,-0.010870875037045757,0.018680459632258284,1.7183952136878615
30,300,15.0,0.015,2.0,1.5,0.001,0.0005,0.01861593784613702,0.5254783594496313,-0.010870875037045757,0.018680459632258284,1.7183952136878615
10,300,15.0,0.015,1.5,1.5,0.001,0.0005,0.024700317835577135,0.5254656741490799,-0.01449464796930966,0.02478618300442248,1.7100231103855486
20,300,15.0,0.015,1.5,1.5,0.001,0.0005,0.024700317835577135,0.5254656741490799,-0.01449464796930966,0.02478618300442248,1.7100231103855486
30,300,15.0,0.015,1.5,1.5,0.001,0.0005,0.024700317835577135,0.5254656741490799,-0.01449464796930966,0.02478618300442248,1.7100231103855486
10,300,15.0,0.005,2.5,1.0,0.001,0.0005,0.004227265273876846,0.384594005323504,-0.0027486632379694065,0.004241812726759164,1.5432275108000615
20,300,15.0,0.005,2.5,1.0,0.001,0.0005,0.004227265273876846,0.384594005323504,-0.0027486632379694065,0.004241812726759164,1.5432275108000615
30,300,15.0,0.005,2.5,1.0,0.001,0.0005,0.004227265273876846,0.384594005323504,-0.0027486632379694065,0.004241812726759164,1.5432275108000615
10,300,15.0,0.005,2.0,1.0,0.001,0.0005,0.005273637634332529,0.3845915290823891,-0.0034358323937246915,0.005291795486784823,1.540178588585962
20,300,15.0,0.005,2.0,1.0,0.001,0.0005,0.005273637634332529,0.3845915290823891,-0.0034358323937246915,0.005291795486784823,1.540178588585962
30,300,15.0,0.005,2.0,1.0,0.001,0.0005,0.005273637634332529,0.3845915290823891,-0.0034358323937246915,0.005291795486784823,1.540178588585962
10,300,15.0,0.005,1.5,1.0,0.001,0.0005,0.007008321586480903,0.3845874016598001,-0.004581117295074932,0.007032473052953181,1.5350999767051703
20,300,15.0,0.005,1.5,1.0,0.001,0.0005,0.007008321586480903,0.3845874016598001,-0.004581117295074932,0.007032473052953181,1.5350999767051703
30,300,15.0,0.005,1.5,1.0,0.001,0.0005,0.007008321586480903,0.3845874016598001,-0.004581117295074932,0.007032473052953181,1.5350999767051703
10,300,15.0,0.01,2.5,1.0,0.001,0.0005,0.008387733088390359,0.38458409940320465,-0.0054973478940797404,0.008416657995604648,1.5310397227486368
20,300,15.0,0.01,2.5,1.0,0.001,0.0005,0.008387733088390359,0.38458409940320465,-0.0054973478940797404,0.008416657995604648,1.5310397227486368
30,300,15.0,0.01,2.5,1.0,0.001,0.0005,0.008387733088390359,0.38458409940320465,-0.0054973478940797404,0.008416657995604648,1.5310397227486368
10,300,15.0,0.01,2.0,1.0,0.001,0.0005,0.010442972855512656,0.384579145487255,-0.00687169825650924,0.010479021959644896,1.5249537404699933
20,300,15.0,0.01,2.0,1.0,0.001,0.0005,0.010442972855512656,0.384579145487255,-0.00687169825650924,0.010479021959644896,1.5249537404699933
30,300,15.0,0.01,2.0,1.0,0.001,0.0005,0.010442972855512656,0.384579145487255,-0.00687169825650924,0.010479021959644896,1.5249537404699933
10,300,15.0,0.015,2.5,1.0,0.001,0.0005,0.012481579232367812,0.3845741909340022,-0.008246053976559975,0.012524709107239795,1.5188730443485112
20,300,15.0,0.015,2.5,1.0,0.001,0.0005,0.012481579232367812,0.3845741909340022,-0.008246053976559975,0.012524709107239795,1.5188730443485112
30,300,15.0,0.015,2.5,1.0,0.001,0.0005,0.012481579232367812,0.3845741909340022,-0.008246053976559975,0.012524709107239795,1.5188730443485112
10,300,15.0,0.01,1.5,1.0,0.001,0.0005,0.013831420280379536,0.38457088754435376,-0.009162294100225399,0.01387924639600624,1.5148221880003612
20,300,15.0,0.01,1.5,1.0,0.001,0.0005,0.013831420280379536,0.38457088754435376,-0.009162294100225399,0.01387924639600624,1.5148221880003612
30,300,15.0,0.01,1.5,1.0,0.001,0.0005,0.013831420280379536,0.38457088754435376,-0.009162294100225399,0.01387924639600624,1.5148221880003612
10,300,15.0,0.015,2.0,1.0,0.001,0.0005,0.015508349505059638,0.38456675790883826,-0.010307597604428231,0.015562018461257043,1.5097619308083454
20,300,15.0,0.015,2.0,1.0,0.001,0.0005,0.015508349505059638,0.38456675790883826,-0.010307597604428231,0.015562018461257043,1.5097619308083454
30,300,15.0,0.015,2.0,1.0,0.001,0.0005,0.015508349505059638,0.38456675790883826,-0.010307597604428231,0.015562018461257043,1.5097619308083454
10,300,15.0,0.015,1.5,1.0,0.001,0.0005,0.02047011310363822,0.3845543663451711,-0.013743530453567354,0.020541125913435154,1.4946032959168345
20,300,15.0,0.015,1.5,1.0,0.001,0.0005,0.02047011310363822,0.3845543663451711,-0.013743530453567354,0.020541125913435154,1.4946032959168345
30,300,15.0,0.015,1.5,1.0,0.001,0.0005,0.02047011310363822,0.3845543663451711,-0.013743530453567354,0.020541125913435154,1.4946032959168345
10,100,15.0,0.005,2.5,0.5,0.001,0.0005,0.00820467584752227,0.5313007048503293,-0.0066912759401152044,0.008232966912459228,1.2304031377784548
10,100,15.0,0.005,2.0,0.5,0.001,0.0005,0.010240174461703555,0.5313018086152104,-0.008359051527155992,0.010275519952924306,1.229268646035055
10,100,15.0,0.005,1.5,0.5,0.001,0.0005,0.01361856364923697,0.5313036482921475,-0.011134202135810511,0.013665648802460462,1.2273577069800228
10,100,15.0,0.01,2.5,0.5,0.001,0.0005,0.016308481264195818,0.5313051200956358,-0.013350298918332837,0.016364941443234082,1.2258108633628788
10,100,15.0,0.01,2.0,0.5,0.001,0.0005,0.02032183579692326,0.5313073279041506,-0.016667746514197335,0.020392329095993533,1.2234604767131332
10,100,15.0,0.015,2.5,0.5,0.001,0.0005,0.024309111115301762,0.5313095358364863,-0.01997716801254401,0.024393600217960554,1.2210739881970951
10,100,15.0,0.01,1.5,0.5,0.001,0.0005,0.026952666628865973,0.5313110078602461,-0.022178996173551013,0.02704646442091896,1.2194629643866624
10,100,15.0,0.015,2.0,0.5,0.001,0.0005,0.03024050833029901,0.5313128479673346,-0.024926278367132015,0.030345916235514858,1.2174266767207904
10,100,15.0,0.015,1.5,0.5,0.001,0.0005,0.03999180620239362,0.5313183688048752,-0.033134840140287225,0.040131860366013905,1.2111680695033535
10,200,15.0,0.005,2.5,1.0,0.001,0.0005,0.007310599884851499,0.43556902214180376,-0.006127883412027635,0.007335796825803209,1.1971175579817195
10,200,15.0,0.005,2.0,1.0,0.001,0.0005,0.00911555958015442,0.43556576260577023,-0.007656505033104999,0.009147005745332226,1.1946711594627888
10,100,30.0,0.005,2.5,1.5,0.001,0.0005,0.006720295222986339,0.42892413220385134,-0.0056610474950272716,0.006743450798321948,1.1912019470328543
10,200,15.0,0.005,1.5,1.0,0.001,0.0005,0.012103579933031794,0.43556032962508884,-0.010201230473833256,0.012145395819192162,1.1905814548887805
10,100,30.0,0.005,2.0,1.5,0.001,0.0005,0.008380872018630026,0.4289392110875738,-0.007075304352895273,0.008409773167078027,1.1886093866247152
10,200,15.0,0.01,2.5,1.0,0.001,0.0005,0.014475734767578352,0.4355559828618565,-0.012234331208806792,0.0145258047060568,1.1872986318696772
10,100,30.0,0.005,1.5,1.5,0.001,0.0005,0.011131062871508224,0.4289643429205337,-0.009431499549449551,0.011169500362260276,1.1842761910445259
10,200,15.0,0.01,2.0,1.0,0.001,0.0005,0.01800344930963127,0.43554946208582185,-0.015279516120658365,0.01806582947458324,1.1823561251496502
10,100,30.0,0.01,2.5,1.5,0.001,0.0005,0.01331546513070836,0.428984448710912,-0.011315642736846043,0.013361495451768679,1.1807986309306957
10,200,15.0,0.015,2.5,1.0,0.001,0.0005,0.021494440410762428,0.43554294055226905,-0.018319341413665424,0.021569044125127057,1.1773918962522036
10,100,30.0,0.01,2.0,1.5,0.001,0.0005,0.016565699846390558,0.42901460793656265,-0.01414049556577146,0.01662305778179607,1.1755640178576137
10,200,15.0,0.01,1.5,1.0,0.001,0.0005,0.02380131056204271,0.43553859244229426,-0.020342913945974317,0.023884014248707564,1.1740704557929862
10,100,30.0,0.015,2.5,1.5,0.001,0.0005,0.019784142320861342,0.42904476781028367,-0.016963705085192737,0.019852752356978254,1.170307562957299
10,200,15.0,0.015,2.0,1.0,0.001,0.0005,0.02666182706114406,0.43553315683124655,-0.022869029647671124,0.026754599577527127,1.1699053256617598
10,100,30.0,0.01,1.5,1.5,0.001,0.0005,0.02191202566023631,0.4290648747528233,-0.018844926831461994,0.02198809428658799,1.1667911732020317
10,100,30.0,0.015,2.0,1.5,0.001,0.0005,0.02455183028688146,0.4290900088359974,-0.02119541608090003,0.024637173091469844,1.1623821394887033
10,200,15.0,0.015,1.5,1.0,0.001,0.0005,0.03508898681919992,0.4355168468401079,-0.03042504281679881,0.035211581745432596,1.1573223399373809
10,100,30.0,0.015,1.5,1.5,0.001,0.0005,0.032336669003858676,0.42916541378581285,-0.028239908149892412,0.03244949780980155,1.1490652744890453
20,200,30.0,0.005,2.5,1.5,0.001,0.0005,0.00517939128330247,0.41760933919589077,-0.004869509452647303,0.005197223794615846,1.0672992516300348
20,200,30.0,0.005,2.0,1.5,0.001,0.0005,0.006461968701410248,0.41762651706599097,-0.006086697750609771,0.006484231318485412,1.065311862715019
20,200,30.0,0.005,1.5,1.5,0.001,0.0005,0.008588644385208788,0.4176551473305028,-0.008115176855925554,0.00861826508682162,1.0619935017840947
20,100,15.0,0.005,2.5,0.5,0.001,0.0005,0.007069889729509171,0.4547870682220511,-0.0066912759401153155,0.00709425411321285,1.060224414103387
20,200,30.0,0.01,2.5,1.5,0.001,0.0005,0.010280102012152126,0.4176780519749807,-0.009737808888019006,0.010315586021683698,1.0593333819043793
20,100,15.0,0.005,2.0,0.5,0.001,0.0005,0.008818583805987767,0.4547896137002991,-0.008359051527155659,0.00884900100120567,1.05861304628382
20,100,15.0,0.005,1.5,0.5,0.001,0.0005,0.011716226262753926,0.45479385636175235,-0.011134202135810178,0.011756696147543932,1.0559082729180629
20,200,30.0,0.01,2.0,1.5,0.001,0.0005,0.012800765192138241,0.41771240966312495,-0.012171504849226689,0.012845004989431974,1.0553341717846891
20,100,15.0,0.01,2.5,0.5,0.001,0.0005,0.014019094170848678,0.45479725066882787,-0.013350298918332615,0.014067573714507509,1.0537272461510157
20,200,30.0,0.015,2.5,1.5,0.001,0.0005,0.015301534497171643,0.41774676821702383,-0.014604898306115333,0.015354482341999987,1.0513241530460222
20,100,15.0,0.01,2.0,0.5,0.001,0.0005,0.01744781424017039,0.45480234242596224,-0.016667746514197224,0.01750825267574463,1.0504271024779193
20,200,30.0,0.01,1.5,1.5,0.001,0.0005,0.01695762536706913,0.417769674400563,-0.01622699255275295,0.01701635165052373,1.0486448178986107
20,100,15.0,0.015,2.5,0.5,0.001,0.0005,0.02084561869869095,0.45480743453889794,-0.01997716801254379,0.02091794747805653,1.0470927343115912
20,200,30.0,0.015,2.0,1.5,0.001,0.0005,0.019015225839895233,0.41779830767104914,-0.018254421295850642,0.019081144455759258,1.0452889273513446
20,100,15.0,0.01,1.5,0.5,0.001,0.0005,0.023093526752411053,0.45481082947857626,-0.022178996173551124,0.02317374333429445,1.0448508648885373
20,100,15.0,0.015,2.0,0.5,0.001,0.0005,0.025883830289400667,0.45481507337557603,-0.02492627836713235,0.02597386158593884,1.0420272614859276
20,200,30.0,0.015,1.5,1.5,0.001,0.0005,0.025104199519380144,0.41788421108960866,-0.024335447090481632,0.025191485878460762,1.035176620540247
20,100,15.0,0.015,1.5,0.5,0.001,0.0005,0.034122887820683845,0.4548278065497651,-0.033134840140287,0.034242051836742116,1.0334153323742434
20,100,30.0,0.005,2.5,1.5,0.001,0.0005,0.005399271330316369,0.3646326129149083,-0.00586695026239914,0.005417862921279104,0.9234547216126573
20,100,30.0,0.005,2.0,1.5,0.001,0.0005,0.006729838570316726,0.3646482968870703,-0.007332315417428736,0.006753027138552525,0.9209951773897701
20,100,30.0,0.005,1.5,1.5,0.001,0.0005,0.00893025664086644,0.36467443730821436,-0.009773364857695865,0.008961060727904924,0.9168859301153269
20,100,30.0,0.01,2.5,1.5,0.001,0.0005,0.010675072526165952,0.364695350065868,-0.01172509798865351,0.010711927076670014,0.9135895569517669
20,100,30.0,0.01,2.0,1.5,0.001,0.0005,0.013266341238449497,0.3647267199037264,-0.014650847013970902,0.013312200629789661,0.9086301028940701
